Order_ID,Order_Date,Category,Subcategory,Quantity,Unit_Price,Discount_%,Sales_Amount,Profit,City,Region
10759,2018-07-21,Clothing,Kids,1,136,0,136.0,28.32,Bangalore,South
10760,2020-06-21,Clothing,Kids,4,4276,5,16248.8,1898.04,Delhi,South
10761,2019-07-12,Clothing,Women,4,2958,0,11832.0,1932.78,Bangalore,South
10762,2017-02-24,Electronics,Accessories,2,2051,15,3486.7,466.46,Chennai,South
10763,2019-01-22,Clothing,Kids,5,3691,0,18455.0,1609.76,Ahmedabad,East
10764,2019-04-04,Personal Care,Skincare,4,2122,5,8063.6,973.95,Kolkata,West
10765,2018-03-01,Home & Kitchen,Furniture,5,1927,0,9635.0,2220.65,Kolkata,West
10766,2018-07-16,Home & Kitchen,Furniture,5,3659,15,15550.75,1444.58,Ahmedabad,South
10767,2017-07-19,Electronics,Mobiles,3,70,10,189.0,28.99,Delhi,North
10768,2017-11-03,Personal Care,Haircare,1,3842,15,3265.7,486.56,Pune,East
10769,2017-06-03,Electronics,Appliances,3,4209,20,10101.6,2283.56,Delhi,West
10770,2020-02-14,Grocery,Staples,4,1392,10,5011.2,270.4,Hyderabad,East
10771,2018-03-14,Clothing,Women,2,3656,15,6215.2,1054.9,Bangalore,North
10772,2016-08-12,Grocery,Dairy,5,4561,0,22805.0,2470.12,Ahmedabad,South
10773,2020-03-03,Electronics,Mobiles,5,452,5,2147.0,527.07,Chennai,South
10774,2018-11-27,Personal Care,Haircare,3,55,5,156.75,15.07,Pune,North
10775,2019-09-05,Home & Kitchen,Furniture,3,1970,20,4728.0,612.97,Bangalore,West
10776,2020-01-13,Home & Kitchen,Cookware,4,3891,0,15564.0,3659.98,Pune,West
10777,2019-02-20,Electronics,Appliances,4,2600,5,9880.0,1864.14,Delhi,West
10778,2019-02-20,Home & Kitchen,Decor,4,2433,0,9732.0,1548.31,Hyderabad,East
10779,2018-11-15,Home & Kitchen,Cookware,2,2061,10,3709.8,905.54,Kolkata,West
10780,2017-07-30,Personal Care,Hygiene,5,2570,10,11565.0,1830.41,Hyderabad,East
10781,2019-04-01,Electronics,Appliances,5,1636,5,7771.0,592.92,Pune,North
10782,2020-02-11,Home & Kitchen,Furniture,2,2561,20,4097.6,336.81,Pune,South
10783,2017-01-25,Electronics,Accessories,4,2775,0,11100.0,821.69,Chennai,South
10784,2020-07-06,Electronics,Mobiles,2,3304,0,6608.0,637.76,Delhi,North
10785,2017-04-10,Personal Care,Haircare,2,3733,15,6346.1,1389.09,Mumbai,South
10786,2016-07-20,Electronics,Appliances,4,4404,15,14973.6,2093.31,Pune,North
10787,2020-09-20,Personal Care,Hygiene,3,119,10,321.3,68.01,Delhi,West
10788,2019-07-09,Electronics,Accessories,5,1303,15,5537.75,612.1,Mumbai,South
10789,2020-07-16,Personal Care,Hygiene,3,3699,15,9432.45,2152.66,Ahmedabad,West
10790,2016-05-19,Grocery,Dairy,3,3462,5,9866.7,695.31,Kolkata,West
10791,2019-04-21,Home & Kitchen,Decor,3,1528,20,3667.2,233.1,Delhi,South
10792,2020-07-19,Electronics,Accessories,2,606,10,1090.8,107.91,Mumbai,South
10793,2017-07-05,Grocery,Staples,1,4566,20,3652.8,692.67,Delhi,South
10794,2019-06-14,Home & Kitchen,Decor,4,3310,5,12578.0,2908.08,Hyderabad,East
10795,2017-05-27,Clothing,Men,3,2089,15,5326.95,684.8,Bangalore,West
10796,2019-07-02,Home & Kitchen,Decor,5,2704,20,10816.0,1753.47,Pune,South
10797,2020-01-07,Clothing,Men,4,2341,5,8895.8,471.38,Hyderabad,South
10798,2020-02-09,Clothing,Kids,5,716,10,3222.0,450.86,Ahmedabad,West
10799,2017-09-24,Electronics,Mobiles,3,695,10,1876.5,167.24,Bangalore,West
10800,2016-09-01,Clothing,Kids,2,1393,15,2368.1,346.76,Chennai,West
10801,2020-09-23,Home & Kitchen,Decor,1,2619,20,2095.2,258.76,Mumbai,South
10802,2018-10-02,Home & Kitchen,Decor,3,4227,20,10144.8,1344.84,Mumbai,East
10803,2020-11-05,Clothing,Kids,5,3182,15,13523.5,3111.96,Pune,North
10804,2018-04-01,Personal Care,Skincare,5,1403,5,6664.25,1651.02,Mumbai,West
10805,2017-06-21,Clothing,Men,4,1568,10,5644.8,1348.02,Ahmedabad,East
10806,2017-02-01,Electronics,Appliances,5,2357,15,10017.25,575.81,Ahmedabad,South
10807,2017-09-28,Clothing,Kids,2,2561,20,4097.6,826.49,Ahmedabad,West
10808,2016-04-19,Grocery,Dairy,1,2710,15,2303.5,338.03,Ahmedabad,East
10809,2016-09-10,Electronics,Mobiles,3,2196,0,6588.0,931.97,Delhi,South
10810,2016-06-18,Grocery,Dairy,3,2327,15,5933.85,837.9,Bangalore,North
10811,2019-04-14,Clothing,Women,5,4033,20,16132.0,908.48,Hyderabad,West
10812,2019-03-18,Electronics,Mobiles,3,3315,15,8453.25,1231.76,Kolkata,West
10813,2016-11-12,Grocery,Snacks,4,4699,10,16916.4,2100.01,Hyderabad,West
10814,2018-03-01,Home & Kitchen,Cookware,4,1772,5,6733.6,1172.13,Pune,South
10815,2020-06-13,Grocery,Snacks,4,4973,20,15913.6,3566.67,Mumbai,South
10816,2018-10-24,Home & Kitchen,Furniture,4,210,0,840.0,184.04,Ahmedabad,West
10817,2018-05-27,Home & Kitchen,Furniture,5,299,15,1270.75,231.53,Delhi,South
10818,2020-09-19,Electronics,Mobiles,2,2491,5,4732.9,1002.03,Bangalore,West
10819,2016-02-09,Clothing,Women,1,1670,15,1419.5,217.54,Delhi,North
10820,2019-01-12,Electronics,Accessories,3,321,15,818.55,41.15,Delhi,West
10821,2017-05-31,Grocery,Staples,2,2496,20,3993.6,297.59,Ahmedabad,West
10822,2020-06-08,Electronics,Accessories,5,4034,20,16136.0,842.12,Delhi,North
10823,2018-07-29,Grocery,Staples,2,711,0,1422.0,92.14,Hyderabad,North
10824,2017-10-27,Personal Care,Hygiene,1,2649,10,2384.1,187.09,Bangalore,East
10825,2020-07-19,Grocery,Snacks,4,4925,20,15760.0,3374.23,Hyderabad,South
10826,2017-09-15,Clothing,Women,1,1573,0,1573.0,187.23,Ahmedabad,East
10827,2019-05-07,Home & Kitchen,Furniture,3,3033,20,7279.2,494.32,Pune,North
10828,2018-06-04,Electronics,Appliances,3,3915,0,11745.0,1665.3,Hyderabad,North
10829,2018-04-12,Grocery,Snacks,1,3434,15,2918.9,558.49,Hyderabad,South
10830,2017-09-08,Grocery,Staples,3,3663,0,10989.0,1236.18,Kolkata,West
10831,2020-08-24,Grocery,Beverages,2,1329,20,2126.4,206.54,Pune,East
10832,2017-05-17,Electronics,Appliances,4,1918,5,7288.4,1636.99,Kolkata,East
10833,2017-07-05,Home & Kitchen,Furniture,1,3290,20,2632.0,248.78,Mumbai,South
10834,2020-07-01,Grocery,Dairy,4,3485,10,12546.0,2631.44,Delhi,North
10835,2020-03-14,Grocery,Dairy,2,4665,10,8397.0,629.84,Kolkata,North
10836,2017-10-09,Electronics,Appliances,5,4918,10,22131.0,4950.6,Hyderabad,North
10837,2016-07-06,Electronics,Mobiles,2,2600,5,4940.0,1002.69,Chennai,West
10838,2017-03-30,Electronics,Appliances,2,651,20,1041.6,226.63,Chennai,North
10839,2018-12-23,Grocery,Dairy,4,127,10,457.2,29.48,Delhi,East
10840,2019-09-16,Clothing,Men,3,2554,10,6895.8,1540.58,Pune,West
10841,2018-10-24,Home & Kitchen,Furniture,3,2315,10,6250.5,888.04,Kolkata,North
10842,2019-12-11,Grocery,Dairy,4,2064,10,7430.4,1195.43,Bangalore,South
10843,2016-08-17,Grocery,Beverages,4,61,20,195.2,17.17,Pune,North
10844,2019-05-11,Personal Care,Haircare,5,3158,15,13421.5,3186.54,Hyderabad,South
10845,2020-07-13,Clothing,Kids,1,1873,5,1779.35,368.07,Delhi,North
10846,2020-03-21,Electronics,Appliances,3,4856,10,13111.2,2090.13,Ahmedabad,North
10847,2017-09-27,Electronics,Appliances,1,216,20,172.8,40.63,Bangalore,North
10848,2019-04-10,Personal Care,Hygiene,3,2342,10,6323.4,383.77,Pune,North
10849,2019-12-01,Personal Care,Hygiene,3,3101,10,8372.7,1377.16,Chennai,South
10850,2020-07-04,Personal Care,Skincare,2,3637,5,6910.3,350.98,Kolkata,North
10851,2016-10-30,Personal Care,Haircare,5,293,10,1318.5,117.93,Hyderabad,West
10852,2017-08-16,Personal Care,Hygiene,2,2080,20,3328.0,242.59,Pune,South
10853,2020-02-06,Home & Kitchen,Cookware,1,3138,10,2824.2,625.15,Ahmedabad,South
10854,2016-07-18,Clothing,Kids,2,3132,10,5637.6,1200.52,Pune,North
10855,2018-06-04,Home & Kitchen,Decor,3,3716,0,11148.0,1747.05,Bangalore,South
10856,2016-05-12,Electronics,Accessories,1,1741,5,1653.95,238.26,Delhi,North
10857,2020-08-05,Electronics,Mobiles,2,3445,10,6201.0,1215.48,Hyderabad,North
10858,2018-10-12,Grocery,Staples,1,2506,15,2130.1,407.07,Hyderabad,West
10859,2016-03-07,Home & Kitchen,Furniture,4,1938,5,7364.4,667.25,Hyderabad,East
10860,2016-06-28,Clothing,Men,5,1327,15,5639.75,1408.36,Pune,South
10861,2019-10-03,Clothing,Women,1,175,0,175.0,34.11,Bangalore,South
10862,2019-05-31,Electronics,Accessories,1,1795,5,1705.25,157.32,Pune,West
10863,2020-11-07,Electronics,Appliances,2,4319,15,7342.3,744.95,Chennai,North
10864,2018-03-01,Electronics,Appliances,3,366,0,1098.0,171.15,Delhi,North
10865,2018-11-10,Clothing,Women,4,2724,0,10896.0,2256.5,Pune,North
10866,2020-12-08,Clothing,Kids,3,575,10,1552.5,377.56,Delhi,South
10867,2019-03-01,Grocery,Staples,5,3146,15,13370.5,757.51,Mumbai,West
10868,2016-05-10,Clothing,Men,3,3594,5,10242.9,1303.49,Kolkata,North
10869,2018-04-12,Electronics,Accessories,1,1145,15,973.25,115.93,Ahmedabad,North
10870,2020-10-14,Home & Kitchen,Furniture,2,3158,20,5052.8,1130.66,Kolkata,North
10871,2017-08-13,Home & Kitchen,Cookware,3,1605,5,4574.25,656.79,Chennai,North
10872,2019-10-31,Clothing,Men,3,2371,20,5690.4,1332.44,Chennai,East
10873,2019-03-12,Grocery,Snacks,5,3680,15,15640.0,2796.12,Kolkata,West
10874,2020-07-12,Electronics,Mobiles,5,3603,15,15312.75,3168.81,Chennai,South
10875,2020-12-23,Home & Kitchen,Furniture,4,4540,10,16344.0,2093.57,Hyderabad,West
10876,2016-07-17,Clothing,Men,4,3143,0,12572.0,2512.96,Bangalore,South
10877,2016-11-23,Clothing,Men,5,1618,5,7685.5,1654.9,Hyderabad,North
10878,2017-01-01,Personal Care,Hygiene,4,442,20,1414.4,209.37,Chennai,South
10879,2016-04-28,Grocery,Snacks,5,3424,15,14552.0,1814.92,Chennai,South
10880,2016-11-19,Electronics,Appliances,1,4335,10,3901.5,288.09,Hyderabad,North
10881,2020-10-24,Grocery,Snacks,4,852,10,3067.2,571.4,Pune,South
10882,2016-09-11,Grocery,Dairy,5,513,5,2436.75,484.58,Mumbai,North
10883,2019-12-08,Electronics,Accessories,4,4376,20,14003.2,1337.98,Bangalore,South
10884,2017-09-28,Clothing,Men,2,2599,0,5198.0,1281.73,Bangalore,East
10885,2018-08-11,Electronics,Mobiles,1,2870,5,2726.5,364.98,Chennai,East
10886,2017-08-09,Personal Care,Skincare,3,1635,20,3924.0,477.55,Chennai,West
10887,2017-02-07,Clothing,Women,3,4718,15,12030.9,2883.61,Bangalore,West
10888,2020-12-13,Electronics,Accessories,5,1766,5,8388.5,755.45,Delhi,West
10889,2018-11-15,Grocery,Beverages,3,2990,15,7624.5,1386.6,Chennai,West
10890,2018-02-26,Home & Kitchen,Cookware,4,3173,10,11422.8,613.66,Pune,South
10891,2016-01-15,Grocery,Snacks,3,1379,0,4137.0,258.94,Bangalore,North
10892,2016-07-10,Home & Kitchen,Cookware,2,2449,15,4163.3,594.11,Delhi,East
10893,2016-01-09,Electronics,Mobiles,1,1518,0,1518.0,174.5,Mumbai,South
10894,2018-12-26,Clothing,Men,2,410,5,779.0,188.86,Pune,North
10895,2017-01-24,Electronics,Accessories,3,3719,5,10599.15,1127.39,Mumbai,West
10896,2016-05-20,Home & Kitchen,Furniture,1,1495,20,1196.0,186.41,Pune,West
10897,2020-04-14,Clothing,Women,3,4743,0,14229.0,2569.74,Kolkata,South
10898,2019-05-15,Electronics,Appliances,4,1006,10,3621.6,688.81,Hyderabad,East
10899,2020-07-17,Clothing,Men,4,1518,5,5768.4,1130.46,Ahmedabad,East
10900,2020-05-05,Clothing,Women,1,2439,0,2439.0,322.74,Chennai,East
10901,2018-04-24,Home & Kitchen,Cookware,3,3609,20,8661.6,995.05,Kolkata,West
10902,2016-06-11,Clothing,Women,1,4540,20,3632.0,299.22,Chennai,East
10903,2019-08-06,Clothing,Kids,1,1322,15,1123.7,123.12,Hyderabad,East
10904,2020-02-01,Grocery,Staples,5,4258,0,21290.0,3568.75,Chennai,West
10905,2020-03-07,Grocery,Dairy,1,4791,15,4072.35,710.36,Kolkata,South
10906,2017-09-30,Grocery,Staples,1,3843,20,3074.4,287.84,Ahmedabad,East
10907,2020-09-03,Electronics,Accessories,5,3234,15,13744.5,1500.33,Chennai,East
10908,2020-06-17,Personal Care,Haircare,4,396,10,1425.6,204.65,Kolkata,North
10909,2016-07-08,Home & Kitchen,Furniture,5,1283,0,6415.0,1577.93,Pune,East
10910,2017-05-14,Grocery,Beverages,5,691,5,3282.25,443.4,Mumbai,North
10911,2017-02-17,Grocery,Staples,2,2926,10,5266.8,751.04,Chennai,South
10912,2020-11-10,Electronics,Accessories,3,2480,5,7068.0,1655.21,Hyderabad,South
10913,2020-08-12,Electronics,Accessories,3,278,5,792.3,79.12,Hyderabad,North
10914,2019-02-10,Electronics,Mobiles,2,4165,15,7080.5,726.85,Kolkata,West
10915,2017-02-01,Grocery,Dairy,3,4651,5,13255.35,2484.78,Mumbai,North
10916,2017-07-24,Grocery,Snacks,2,1453,15,2470.1,330.58,Kolkata,South
10917,2017-03-17,Clothing,Women,4,3251,10,11703.6,1219.51,Mumbai,West
10918,2019-02-06,Personal Care,Skincare,5,1572,10,7074.0,1762.65,Bangalore,South
10919,2020-06-10,Grocery,Dairy,4,4993,10,17974.8,3870.43,Kolkata,South
10920,2018-01-17,Personal Care,Haircare,4,168,0,672.0,38.48,Bangalore,East
10921,2016-02-09,Grocery,Snacks,5,2944,5,13984.0,2005.57,Hyderabad,South
10922,2018-06-12,Electronics,Accessories,3,4565,10,12325.5,2707.41,Hyderabad,West
10923,2018-09-14,Personal Care,Haircare,4,553,5,2101.4,513.57,Chennai,South
10924,2016-10-27,Personal Care,Hygiene,1,3473,5,3299.35,386.72,Ahmedabad,North
10925,2016-02-17,Electronics,Accessories,1,1142,0,1142.0,166.02,Bangalore,East
10926,2020-04-05,Personal Care,Skincare,1,4866,0,4866.0,1145.43,Bangalore,East
10927,2018-12-22,Electronics,Mobiles,3,3553,10,9593.1,831.55,Hyderabad,South
10928,2017-12-28,Home & Kitchen,Cookware,2,4664,10,8395.2,829.43,Kolkata,North
10929,2020-05-22,Electronics,Mobiles,1,2660,5,2527.0,155.32,Chennai,West
10930,2019-05-17,Electronics,Appliances,5,4299,10,19345.5,4274.7,Delhi,East
10931,2018-09-17,Home & Kitchen,Decor,2,4126,5,7839.4,1103.85,Chennai,North
10932,2020-10-04,Grocery,Dairy,4,1144,10,4118.4,507.23,Bangalore,West
10933,2018-06-03,Personal Care,Haircare,2,2945,0,5890.0,376.1,Bangalore,East
10934,2016-03-28,Personal Care,Hygiene,1,4242,15,3605.7,605.14,Bangalore,East
10935,2019-01-29,Home & Kitchen,Decor,2,742,10,1335.6,228.1,Delhi,West
10936,2018-03-03,Electronics,Mobiles,1,3939,5,3742.05,652.94,Pune,North
10937,2016-08-04,Home & Kitchen,Decor,1,2013,20,1610.4,107.93,Delhi,South
10938,2018-06-18,Personal Care,Haircare,4,2683,0,10732.0,2114.98,Pune,North
10939,2016-01-28,Electronics,Appliances,3,4753,0,14259.0,3458.77,Delhi,South
10940,2016-05-02,Clothing,Women,1,4717,10,4245.3,422.65,Kolkata,West
10941,2017-04-16,Home & Kitchen,Furniture,5,1959,10,8815.5,1370.8,Kolkata,South
10942,2020-06-29,Grocery,Dairy,3,3291,10,8885.7,1964.38,Chennai,East
10943,2017-09-30,Clothing,Men,5,2657,0,13285.0,2312.03,Mumbai,North
10944,2020-08-30,Clothing,Kids,3,1278,0,3834.0,949.37,Bangalore,North
10945,2016-05-30,Grocery,Beverages,4,1556,0,6224.0,1410.93,Chennai,North
10946,2019-03-22,Electronics,Appliances,3,4499,15,11472.45,872.38,Bangalore,South
10947,2020-10-05,Personal Care,Haircare,1,2763,0,2763.0,384.46,Ahmedabad,South
10948,2020-12-10,Clothing,Men,1,1730,15,1470.5,87.91,Kolkata,North
10949,2020-01-12,Home & Kitchen,Decor,1,2296,20,1836.8,99.5,Ahmedabad,South
10950,2016-05-21,Personal Care,Skincare,5,2932,5,13927.0,3319.79,Pune,East
10951,2019-04-03,Grocery,Snacks,4,394,15,1339.6,189.86,Mumbai,East
10952,2016-11-17,Personal Care,Skincare,1,4137,0,4137.0,475.86,Bangalore,South
10953,2017-12-25,Grocery,Staples,5,4294,5,20396.5,4485.52,Pune,South
10954,2016-06-24,Electronics,Mobiles,5,773,20,3092.0,757.96,Delhi,West
10955,2018-01-21,Grocery,Snacks,1,1371,15,1165.35,90.51,Hyderabad,West
10956,2018-05-24,Clothing,Kids,2,4782,10,8607.6,1962.38,Delhi,West
10957,2017-05-01,Clothing,Kids,2,1655,5,3144.5,431.7,Pune,South
10958,2020-01-19,Home & Kitchen,Cookware,1,2004,15,1703.4,357.74,Bangalore,North
10959,2016-07-11,Electronics,Accessories,4,3486,20,11155.2,1371.87,Bangalore,West
10960,2017-04-12,Home & Kitchen,Furniture,2,216,15,367.2,34.44,Chennai,West
10961,2016-11-11,Personal Care,Skincare,3,4257,20,10216.8,1588.89,Chennai,South
10962,2018-03-19,Personal Care,Haircare,5,1653,5,7851.75,1609.7,Chennai,South
10963,2017-02-13,Clothing,Men,1,1371,20,1096.8,68.21,Delhi,North
10964,2019-12-22,Grocery,Dairy,5,3396,20,13584.0,2756.28,Hyderabad,South
10965,2019-10-22,Home & Kitchen,Cookware,4,1821,0,7284.0,1523.01,Mumbai,West
10966,2020-04-15,Grocery,Staples,4,1508,0,6032.0,888.23,Hyderabad,East
10967,2020-05-18,Electronics,Appliances,2,3456,0,6912.0,1649.55,Mumbai,East
10968,2019-03-16,Personal Care,Skincare,4,3959,15,13460.6,3131.08,Delhi,North
10969,2018-10-30,Electronics,Accessories,3,3679,5,10485.15,1591.49,Delhi,North
10970,2017-09-30,Clothing,Kids,5,3293,0,16465.0,2308.52,Pune,North
10971,2020-06-05,Electronics,Mobiles,4,1305,5,4959.0,992.32,Mumbai,South
10972,2017-10-28,Clothing,Men,1,3077,10,2769.3,435.42,Mumbai,West
10973,2016-06-26,Personal Care,Skincare,1,3111,15,2644.35,444.47,Ahmedabad,West
10974,2019-04-12,Home & Kitchen,Decor,4,4617,10,16621.2,1856.58,Delhi,North
10975,2016-06-05,Home & Kitchen,Furniture,2,2882,0,5764.0,1341.86,Pune,South
10976,2020-05-25,Home & Kitchen,Furniture,4,4538,15,15429.2,2603.16,Delhi,West
10977,2020-04-09,Home & Kitchen,Decor,5,4800,5,22800.0,4151.48,Mumbai,North
10978,2017-05-23,Electronics,Appliances,5,1117,15,4747.25,809.96,Pune,South
10979,2016-09-28,Grocery,Dairy,3,3172,15,8088.6,927.56,Delhi,East
10980,2018-01-23,Grocery,Staples,3,4495,10,12136.5,2976.36,Chennai,East
10981,2017-11-09,Clothing,Women,4,2526,15,8588.4,693.16,Bangalore,North
10982,2018-01-13,Clothing,Men,4,4953,20,15849.6,2770.52,Hyderabad,East
10983,2017-09-10,Personal Care,Hygiene,2,644,5,1223.6,111.01,Delhi,North
10984,2020-04-12,Grocery,Staples,1,1509,5,1433.55,319.12,Delhi,East
10985,2016-01-26,Home & Kitchen,Furniture,5,372,20,1488.0,334.29,Chennai,North
10986,2020-09-27,Personal Care,Haircare,5,2126,10,9567.0,513.23,Kolkata,West
10987,2018-04-04,Grocery,Dairy,5,3390,0,16950.0,1480.12,Kolkata,South
10988,2019-10-08,Grocery,Dairy,4,3609,10,12992.4,1674.18,Pune,North
10989,2020-11-03,Personal Care,Skincare,2,620,10,1116.0,126.62,Kolkata,West
10990,2016-07-08,Grocery,Snacks,5,3820,20,15280.0,2182.81,Delhi,West
10991,2018-10-30,Personal Care,Skincare,1,4637,15,3941.45,363.38,Pune,East
10992,2019-05-07,Grocery,Dairy,1,63,20,50.4,3.85,Mumbai,East
10993,2020-04-29,Grocery,Beverages,1,4992,5,4742.4,867.83,Hyderabad,East
10994,2020-12-20,Clothing,Kids,4,1031,5,3917.8,651.5,Ahmedabad,North
10995,2018-11-27,Electronics,Appliances,2,1520,5,2888.0,650.24,Delhi,North
10996,2016-01-07,Clothing,Men,5,650,0,3250.0,225.79,Chennai,South
10997,2016-06-24,Grocery,Staples,3,3951,10,10667.7,1356.47,Delhi,North
10998,2016-03-26,Grocery,Dairy,5,4277,5,20315.75,3298.36,Chennai,West
10999,2018-07-27,Home & Kitchen,Furniture,2,3804,5,7227.6,1313.82,Chennai,South
11000,2017-10-24,Home & Kitchen,Decor,2,3295,0,6590.0,623.17,Pune,West
11001,2016-12-01,Home & Kitchen,Furniture,5,4011,15,17046.75,3808.43,Bangalore,East
11002,2020-04-30,Home & Kitchen,Cookware,3,1247,20,2992.8,625.56,Mumbai,South
11003,2018-02-05,Electronics,Mobiles,2,1575,5,2992.5,543.43,Mumbai,North
11004,2018-07-23,Personal Care,Skincare,1,1939,15,1648.15,239.35,Pune,West
11005,2016-02-08,Home & Kitchen,Decor,3,2141,15,5459.55,591.42,Mumbai,North
11006,2018-02-09,Personal Care,Hygiene,3,3689,20,8853.6,2210.4,Kolkata,West
11007,2016-05-16,Grocery,Staples,5,2892,5,13737.0,3071.56,Ahmedabad,North
11008,2019-04-24,Home & Kitchen,Furniture,4,3661,15,12447.4,2218.5,Pune,West
11009,2020-06-29,Grocery,Snacks,1,3847,0,3847.0,369.81,Pune,North
11010,2019-05-16,Home & Kitchen,Furniture,1,3940,20,3152.0,768.72,Pune,East
11011,2016-08-30,Home & Kitchen,Furniture,2,3493,20,5588.8,784.43,Delhi,East
11012,2017-02-14,Grocery,Beverages,1,4525,5,4298.75,995.21,Hyderabad,North
11013,2019-01-28,Grocery,Staples,5,3870,15,16447.5,3323.49,Bangalore,East
11014,2018-08-17,Home & Kitchen,Decor,4,4019,10,14468.4,3292.43,Chennai,South
11015,2016-09-05,Electronics,Accessories,4,1411,0,5644.0,977.23,Bangalore,South
11016,2016-11-04,Personal Care,Haircare,1,273,15,232.05,34.13,Delhi,North
11017,2020-04-20,Home & Kitchen,Decor,1,469,15,398.65,67.8,Kolkata,North
11018,2017-06-03,Electronics,Mobiles,1,993,10,893.7,128.92,Delhi,North
11019,2016-09-11,Personal Care,Hygiene,2,4612,0,9224.0,610.88,Hyderabad,East
11020,2019-01-25,Electronics,Accessories,5,1144,0,5720.0,1237.93,Delhi,West
11021,2020-08-13,Home & Kitchen,Cookware,5,3462,0,17310.0,1905.44,Kolkata,East
11022,2016-07-02,Clothing,Women,4,1928,20,6169.6,1174.65,Ahmedabad,West
11023,2020-06-24,Personal Care,Skincare,5,2796,20,11184.0,1755.67,Chennai,West
11024,2019-11-20,Grocery,Beverages,5,96,5,456.0,62.69,Kolkata,East
11025,2020-05-26,Personal Care,Haircare,3,3063,10,8270.1,1375.03,Pune,West
11026,2019-01-09,Grocery,Snacks,5,107,0,535.0,108.15,Chennai,North
11027,2016-12-08,Personal Care,Hygiene,2,4005,0,8010.0,721.76,Bangalore,South
11028,2016-05-19,Clothing,Kids,2,2086,0,4172.0,930.35,Mumbai,West
11029,2017-12-20,Home & Kitchen,Furniture,1,2026,0,2026.0,187.31,Kolkata,East
11030,2019-10-11,Electronics,Accessories,4,2370,15,8058.0,1801.05,Hyderabad,West
11031,2017-11-16,Home & Kitchen,Furniture,1,3467,0,3467.0,201.53,Delhi,South
11032,2017-05-22,Clothing,Kids,3,2247,0,6741.0,1548.91,Kolkata,South
11033,2020-07-30,Grocery,Beverages,2,3831,20,6129.6,1249.31,Ahmedabad,West
11034,2018-07-19,Personal Care,Skincare,5,3206,20,12824.0,2270.41,Hyderabad,South
11035,2019-01-10,Home & Kitchen,Decor,3,904,0,2712.0,168.26,Pune,East
11036,2018-07-22,Grocery,Snacks,1,4631,10,4167.9,434.41,Hyderabad,West
11037,2020-01-05,Home & Kitchen,Furniture,3,1698,20,4075.2,741.23,Delhi,West
11038,2020-10-24,Electronics,Accessories,3,2940,0,8820.0,721.02,Kolkata,East
11039,2019-12-25,Electronics,Mobiles,5,1575,20,6300.0,1269.73,Ahmedabad,East
11040,2020-10-28,Clothing,Women,4,2140,10,7704.0,742.23,Mumbai,East
11041,2017-05-18,Clothing,Men,5,4567,15,19409.75,4186.94,Delhi,South
11042,2017-06-08,Grocery,Dairy,3,4357,15,11110.35,1420.76,Ahmedabad,West
11043,2017-05-30,Personal Care,Skincare,5,1751,0,8755.0,647.13,Mumbai,East
11044,2017-06-14,Electronics,Mobiles,1,559,15,475.15,56.45,Mumbai,East
11045,2020-11-07,Home & Kitchen,Cookware,2,2184,15,3712.8,288.91,Delhi,West
11046,2016-10-20,Electronics,Accessories,5,4093,15,17395.25,3601.51,Mumbai,West
11047,2017-08-27,Personal Care,Skincare,2,2099,0,4198.0,959.31,Pune,West
11048,2018-06-03,Clothing,Kids,4,2525,15,8585.0,1379.78,Hyderabad,West
11049,2018-11-24,Personal Care,Skincare,5,2028,5,9633.0,1990.25,Bangalore,East
11050,2017-02-10,Grocery,Staples,5,1567,0,7835.0,402.13,Ahmedabad,East
11051,2020-06-20,Home & Kitchen,Decor,5,929,20,3716.0,199.8,Kolkata,West
11052,2020-03-14,Home & Kitchen,Cookware,4,3450,5,13110.0,708.05,Pune,North
11053,2018-03-07,Home & Kitchen,Decor,4,1594,15,5419.6,714.21,Hyderabad,South
11054,2019-06-23,Home & Kitchen,Furniture,3,4660,10,12582.0,2607.85,Bangalore,South
11055,2016-01-04,Clothing,Women,3,1977,20,4744.8,682.98,Bangalore,North
11056,2020-03-08,Home & Kitchen,Decor,4,3961,0,15844.0,953.97,Delhi,North
11057,2016-12-05,Grocery,Snacks,3,1944,20,4665.6,426.35,Chennai,South
11058,2017-04-08,Grocery,Staples,3,4857,15,12385.35,2554.38,Pune,North
11059,2018-03-18,Electronics,Mobiles,3,3129,20,7509.6,560.59,Ahmedabad,East
11060,2019-01-13,Personal Care,Hygiene,5,3496,5,16606.0,3394.72,Pune,South
11061,2018-12-28,Clothing,Women,2,2175,20,3480.0,258.28,Kolkata,South
11062,2017-11-22,Electronics,Accessories,3,3050,10,8235.0,1504.04,Delhi,West
11063,2016-02-12,Clothing,Women,4,4783,10,17218.8,2701.35,Ahmedabad,North
11064,2019-04-27,Electronics,Accessories,5,2838,10,12771.0,2195.57,Mumbai,West
11065,2018-09-18,Electronics,Appliances,1,1345,0,1345.0,324.23,Bangalore,South
11066,2018-10-29,Home & Kitchen,Cookware,2,1438,15,2444.6,139.63,Bangalore,West
11067,2018-05-21,Personal Care,Haircare,1,4765,0,4765.0,611.48,Hyderabad,West
11068,2019-01-11,Clothing,Men,4,3778,10,13600.8,3372.23,Mumbai,East
11069,2019-05-28,Electronics,Mobiles,4,972,10,3499.2,209.27,Mumbai,South
11070,2016-01-09,Grocery,Snacks,1,4701,20,3760.8,429.26,Chennai,South
